state,city,median_income
MO,Orrick city,54750
MO,Osage Beach city,42971
MO,Osborn city,43750
MO,Osceola city,23207
MO,Otterville city,42083
MO,Overland city,40396
MO,Owensville city,34494
MO,Ozark city,45695
MO,Pacific city,40929
MO,Pagedale city,28487
MO,Palmyra city,38804
MO,Paris city,33355
MO,Park Hills city,36178
MO,Parkville city,117955
MO,Parma city,22857
MO,Parnell city,34500
MO,Pasadena Hills city,69821
MO,Pattonsburg city,43750
MO,Peculiar city,58462
MO,Perry city,38417
MO,Perryville city,41393
MO,Pevely city,41155
MO,Piedmont city,28371
MO,Pierce City city,37679
MO,Pilot Grove city,35972
MO,Pilot Knob city,34135
MO,Pine Lawn city,26020
MO,Pineville city,31184
MO,Platte City city,57332
MO,Platte Woods city,75000
MO,Plattsburg city,40679
MO,Pleasant Hill city,57509
MO,Pleasant Hope city,40962
MO,Pleasant Valley city,55139
MO,Polo city,32500
MO,Poplar Bluff city,29536
MO,Portage Des Sioux city,48750
MO,Portageville city,30536
MO,Potosi city,27026
MO,Prairie Home city,39063
MO,Princeton city,32007
MO,Purcell city,42031
MO,Purdin city,16389
MO,Purdy city,40648
MO,Puxico city,34018
MO,Queen City city,28906
MO,Qulin city,23125
MO,Raymore city,74293
MO,Raytown city,49139
MO,Rea city,43750
MO,Reeds Spring city,33333
MO,Republic city,50972
MO,Rich Hill city,30781
MO,Richland city,26800
MO,Richmond city,40154
MO,Richmond Heights city,68364
MO,Ridgeway city,23583
MO,Risco city,39500
MO,Riverside city,32372
MO,Rocheport city,36875
MO,Rockaway Beach city,27024
MO,Rock Hill city,63393
MO,Rock Port city,38824
MO,Rockville city,28125
MO,Rogersville city,42333
MO,Rolla city,35819
MO,Rosebud city,35089
MO,Rosendale city,35000
MO,Russellville city,39375
MO,St. Ann city,35803
MO,St. Charles city,57558
MO,St. Clair city,36569
MO,Ste. Genevieve city,35462
MO,St. James city,37708
MO,St. John city,38732
MO,St. Joseph city,43298
MO,St. Louis city,35599
MO,St. Martins city,69167
MO,St. Mary city,33214
MO,St. Paul city,97750
MO,St. Peters city,70325
MO,St. Robert city,46846
MO,Salem city,25790
MO,Salisbury city,32036
MO,Sarcoxie city,37669
MO,Savannah city,42699
MO,Schell City city,30278
MO,Scott City city,33341
MO,Sedalia city,31460
MO,Seligman city,27563
MO,Senath city,27656
MO,Seneca city,35783
MO,Seymour city,27344
MO,Shelbina city,33095
MO,Shelbyville city,37083
MO,Sheldon city,38182
MO,Shrewsbury city,49915
MO,Sikeston city,36789
MO,Skidmore city,28958
MO,Slater city,37500
MO,Smithton city,43088
MO,Smithville city,71920
MO,Sparta city,37107
MO,Spickard city,24545
MO,Springfield city,33557
MO,Stanberry city,37500
MO,Steele city,29934
MO,Steelville city,30294
MO,Stewartsville city,43313
MO,Stockton city,32750
MO,Stoutland city,36667
MO,Stover city,27550
MO,Strafford city,44696
MO,Strasburg city,42813
MO,Sturgeon city,41196
MO,Sugar Creek city,35738
MO,Sullivan city,30507
MO,Summersville city,30972
MO,Sunset Hills city,97273
MO,Sweet Springs city,38077
MO,Syracuse city,30417
MO,Tallapoosa city,33750
MO,Taos city,70156
MO,Tarkio city,35606
MO,Thayer city,25551
MO,Tipton city,47981
MO,Town and Country city,161477
MO,Tracy city,72500
MO,Trenton city,34119
MO,Trimble city,44375
MO,Triplett city,31250
MO,Troy city,51313
MO,Truesdale city,34375
MO,Union city,43189
MO,Unionville city,27056
MO,University City city,51933
MO,Urbana city,24861
MO,Urich city,41797
MO,Valley Park city,54101
MO,Vandalia city,33958
MO,Velda City city,34293
MO,Versailles city,26055
MO,Viburnum city,50500
MO,Vienna city,38482
MO,Vinita Park city,31178
MO,Waco city,48750
MO,Walker city,29125
MO,Walnut Grove city,32273
MO,Warrensburg city,40789
MO,Warrenton city,41627
MO,Warsaw city,21471
MO,Warson Woods city,120982
MO,Washburn city,40536
MO,Washington city,47178
MO,Waverly city,34821
MO,Wayland city,34000
MO,Waynesville city,52870
MO,Weatherby Lake city,110625
MO,Weaubleau city,20391
MO,Webb City city,42717
MO,Webster Groves city,88388
MO,Weldon Spring city,95000
MO,Wellington city,48292
MO,Wellston city,16792
MO,Wellsville city,30648
MO,Wentzville city,73253
MO,West Alton city,45750
MO,Westboro city,40625
MO,Weston city,60333
MO,Westphalia city,37273
MO,West Plains city,32250
MO,Wheatland city,15714
MO,Wheaton city,29779
MO,Wheeling city,32813
MO,Wildwood city,121026
MO,Willard city,45305
MO,Williamsville city,30313
MO,Willow Springs city,28616
MO,Winchester city,53472
MO,Windsor city,37541
MO,Winfield city,48750
MO,Winona city,19953
MO,Wood Heights city,54464
MO,Woodson Terrace city,48104
MO,Wright City city,45943
MO,Wyaconda city,34750
MO,Wyatt city,32946
MT,Baker city,48929
MT,Belgrade city,47379
MT,Big Timber city,42222
MT,Billings city,51012
MT,Boulder city,36250
MT,Bozeman city,45729
MT,Chinook city,41974
MT,Choteau city,38529
MT,Colstrip city,84145
MT,Columbia Falls city,47352
MT,Conrad city,39063
MT,Cut Bank city,34833
MT,Deer Lodge city,37934
MT,Dillon city,38750
MT,East Helena city,44828
MT,Forsyth city,43696
MT,Fort Benton city,37991
MT,Glasgow city,50658
MT,Glendive city,41250
MT,Great Falls city,42896
MT,Hamilton city,27907
MT,Hardin city,34917
MT,Harlem city,36000
MT,Harlowton city,29813
MT,Havre city,45146
MT,Helena city,49852
MT,Hobson city,48750
MT,Judith Gap city,35625
MT,Kalispell city,41097
MT,Laurel city,50143
MT,Lewistown city,35990
MT,Libby city,23623
MT,Livingston city,40619
MT,Malta city,30697
MT,Miles City city,46935
MT,Missoula city,41421
MT,Plentywood city,46053
